symbol,date,threshold,PPO,SAC,TD3,LST,LS10,LSR,LCl,weights,section
LEVE3,2026-07-03,86 (56),-0.04(-0.14),1.00( 0.90),1.00( 0.90),0.0004(-0.0005),0.0025( 0.0023),1.3329( -4.9671),0.38(  0.01),"[0, 0, 0, 7, 30, 7, 56]",All Stocks
LEVE3,2026-07-03,86 (56),-0.04(-0.14),1.00( 0.90),1.00( 0.90),0.0004(-0.0005),0.0025( 0.0023),1.3329( -4.9671),0.38(  0.01),"[0, 0, 0, 7, 30, 7, 56]",Stocks to buy
LEVE3,2026-07-03,86 (56),-0.04(-0.14),1.00( 0.90),1.00( 0.90),0.0004(-0.0005),0.0025( 0.0023),1.3329( -4.9671),0.38(  0.01),"[0, 0, 0, 7, 30, 7, 56]",STRONG BUY
LLY,2026-07-02,71 (75),0.87( 0.08),1.00( 0.90),1.00( 0.90),0.0027( 0.0012),0.0016(-0.0020),4.4091( -1.7909),0.97(  0.95),"[21, 0, 0, 46, 4, 25, 4]",All Stocks
LLY,2026-07-02,71 (75),0.87( 0.08),1.00( 0.90),1.00( 0.90),0.0027( 0.0012),0.0016(-0.0020),4.4091( -1.7909),0.97(  0.95),"[21, 0, 0, 46, 4, 25, 4]",Health
MA,2026-07-02,0 (43),-0.21(-0.75),-0.01(-0.74),1.00( 0.90),0.0018(-0.0106),0.0161(-0.0082),5.8368( -3.0632),0.54(  0.01),"[24, 0, 0, 43, 24, 10, 0]",All Stocks
MA,2026-07-02,0 (43),-0.21(-0.75),-0.01(-0.74),1.00( 0.90),0.0018(-0.0106),0.0161(-0.0082),5.8368( -3.0632),0.54(  0.01),"[24, 0, 0, 43, 24, 10, 0]",Finance
META,2026-07-02,0 (41),0.76( 0.66),0.87(-0.11),1.00( 0.90),-0.0027(-0.0169),-0.0010(-0.0338),-2.0950( -7.8950),0.07( -0.93),"[0, 41, 0, 40, 0, 18, 0]",All Stocks
META,2026-07-02,0 (41),0.76( 0.66),0.87(-0.11),1.00( 0.90),-0.0027(-0.0169),-0.0010(-0.0338),-2.0950( -7.8950),0.07( -0.93),"[0, 41, 0, 40, 0, 18, 0]",Technology
META,2026-07-02,0 (41),0.76( 0.66),0.87(-0.11),1.00( 0.90),-0.0027(-0.0169),-0.0010(-0.0338),-2.0950( -7.8950),0.07( -0.93),"[0, 41, 0, 40, 0, 18, 0]",Consumer Goods
MGLU3,2026-07-03,0 (71),0.98(-0.00),-1.00(-1.10),-1.00(-1.10),-0.0022(-0.0143),-0.0384(-0.0932),1.8581( -4.2419),0.00( -0.01),"[0, 0, 0, 0, 0, 71, 29]",All Stocks
MGLU3,2026-07-03,0 (71),0.98(-0.00),-1.00(-1.10),-1.00(-1.10),-0.0022(-0.0143),-0.0384(-0.0932),1.8581( -4.2419),0.00( -0.01),"[0, 0, 0, 0, 0, 71, 29]",Consumer Goods
MMM,2026-07-02,81 (43),-0.65(-0.75),0.96( 0.46),1.00( 0.90),-0.0033(-0.0058),-0.0006(-0.0055),1.9072( -6.0928),0.69( -0.30),"[0, 41, 41, 1, 0, 13, 5]",All Stocks
MMM,2026-07-02,81 (43),-0.65(-0.75),0.96( 0.46),1.00( 0.90),-0.0033(-0.0058),-0.0006(-0.0055),1.9072( -6.0928),0.69( -0.30),"[0, 41, 41, 1, 0, 13, 5]",Stocks to buy
MMM,2026-07-02,81 (43),-0.65(-0.75),0.96( 0.46),1.00( 0.90),-0.0033(-0.0058),-0.0006(-0.0055),1.9072( -6.0928),0.69( -0.30),"[0, 41, 41, 1, 0, 13, 5]",STRONG BUY
MMM,2026-07-02,81 (43),-0.65(-0.75),0.96( 0.46),1.00( 0.90),-0.0033(-0.0058),-0.0006(-0.0055),1.9072( -6.0928),0.69( -0.30),"[0, 41, 41, 1, 0, 13, 5]",American stocks
MSFT,2026-07-02,7 (54),-0.04(-0.82),0.98( 0.03),-1.00(-2.00),0.0082(-0.0003),0.0204(-0.0283),-0.3779( -7.8779),0.45( -0.12),"[0, 7, 0, 10, 29, 0, 54]",All Stocks
MSFT,2026-07-02,7 (54),-0.04(-0.82),0.98( 0.03),-1.00(-2.00),0.0082(-0.0003),0.0204(-0.0283),-0.3779( -7.8779),0.45( -0.12),"[0, 7, 0, 10, 29, 0, 54]",Technology
NEOE3,2026-06-26,37 (90),-1.00(-1.10),1.00( 0.01),1.00( 0.90),0.0159( 0.0142),-0.0124(-0.0161),1.1347(  0.0347),0.01(  0.00),"[0, 11, 5, 6, 63, 11, 4]",All Stocks
NEOE3,2026-06-26,37 (90),-1.00(-1.10),1.00( 0.01),1.00( 0.90),0.0159( 0.0142),-0.0124(-0.0161),1.1347(  0.0347),0.01(  0.00),"[0, 11, 5, 6, 63, 11, 4]",Energy
NEOE3,2026-06-26,37 (90),-1.00(-1.10),1.00( 0.01),1.00( 0.90),0.0159( 0.0142),-0.0124(-0.0161),1.1347(  0.0347),0.01(  0.00),"[0, 11, 5, 6, 63, 11, 4]",Brazilian Energy
NFLX,2026-07-02,0 (70),0.24(-0.47),0.90(-0.09),-1.00(-2.00),0.0080(-0.0007),0.0161(-0.0414),-2.4412( -8.5412),0.01( -0.99),"[70, 0, 0, 12, 0, 17, 0]",All Stocks
NFLX,2026-07-02,0 (70),0.24(-0.47),0.90(-0.09),-1.00(-2.00),0.0080(-0.0007),0.0161(-0.0414),-2.4412( -8.5412),0.01( -0.99),"[70, 0, 0, 12, 0, 17, 0]",Technology
NU,2026-07-02,48 (31),-1.00(-1.10),-0.99(-1.31),1.00( 0.13),0.0252(-0.0093),0.0022(-0.0244),5.6397(  4.5397),0.42(  0.03),"[0, 0, 5, 25, 27, 18, 25]",All Stocks
NU,2026-07-02,48 (31),-1.00(-1.10),-0.99(-1.31),1.00( 0.13),0.0252(-0.0093),0.0022(-0.0244),5.6397(  4.5397),0.42(  0.03),"[0, 0, 5, 25, 27, 18, 25]",Stocks to buy
NU,2026-07-02,48 (31),-1.00(-1.10),-0.99(-1.31),1.00( 0.13),0.0252(-0.0093),0.0022(-0.0244),5.6397(  4.5397),0.42(  0.03),"[0, 0, 5, 25, 27, 18, 25]",ADRs
NU,2026-07-02,48 (31),-1.00(-1.10),-0.99(-1.31),1.00( 0.13),0.0252(-0.0093),0.0022(-0.0244),5.6397(  4.5397),0.42(  0.03),"[0, 0, 5, 25, 27, 18, 25]",Finance
NU,2026-07-02,48 (31),-1.00(-1.10),-0.99(-1.31),1.00( 0.13),0.0252(-0.0093),0.0022(-0.0244),5.6397(  4.5397),0.42(  0.03),"[0, 0, 5, 25, 27, 18, 25]",Brazilian Finance
NVDA,2026-07-02,55 (57),0.66( 0.00),-1.00(-1.10),1.00( 0.90),0.0104( 0.0025),0.0078(-0.0084),-7.1420(-11.6420),0.00( -0.24),"[31, 0, 0, 23, 25, 19, 2]",All Stocks
NVDA,2026-07-02,55 (57),0.66( 0.00),-1.00(-1.10),1.00( 0.90),0.0104( 0.0025),0.0078(-0.0084),-7.1420(-11.6420),0.00( -0.24),"[31, 0, 0, 23, 25, 19, 2]",Technology
PBR,2026-07-02,3 (49),0.01(-0.14),-1.00(-1.14),0.02(-0.86),0.0035( 0.0034),0.0082( 0.0043),-5.7875( -6.9875),0.48( -0.04),"[3, 4, 4, 1, 2, 42, 44]",All Stocks
PBR,2026-07-02,3 (49),0.01(-0.14),-1.00(-1.14),0.02(-0.86),0.0035( 0.0034),0.0082( 0.0043),-5.7875( -6.9875),0.48( -0.04),"[3, 4, 4, 1, 2, 42, 44]",Brazilian biggest stocks
PBR,2026-07-02,3 (49),0.01(-0.14),-1.00(-1.14),0.02(-0.86),0.0035( 0.0034),0.0082( 0.0043),-5.7875( -6.9875),0.48( -0.04),"[3, 4, 4, 1, 2, 42, 44]",ADRs
PBR-A,2026-07-02,23 (30),0.10(-0.10),-0.98(-1.08),1.00( 0.90),0.0040( 0.0039),0.0147( 0.0024),-4.2730( -5.2730),0.14( -0.57),"[26, 0, 0, 1, 22, 22, 30]",All Stocks
PBR-A,2026-07-02,23 (30),0.10(-0.10),-0.98(-1.08),1.00( 0.90),0.0040( 0.0039),0.0147( 0.0024),-4.2730( -5.2730),0.14( -0.57),"[26, 0, 0, 1, 22, 22, 30]",Brazilian biggest stocks
PBR-A,2026-07-02,23 (30),0.10(-0.10),-0.98(-1.08),1.00( 0.90),0.0040( 0.0039),0.0147( 0.0024),-4.2730( -5.2730),0.14( -0.57),"[26, 0, 0, 1, 22, 22, 30]",ADRs
PETR3,2026-07-03,30 (69),0.48( 0.02),-0.94(-1.13),0.78(-0.22),0.0028( 0.0021),0.0037( 0.0034),-3.8942(-10.6942),0.06( -0.09),"[26, 0, 3, 2, 2, 32, 36]",All Stocks
PETR3,2026-07-03,30 (69),0.48( 0.02),-0.94(-1.13),0.78(-0.22),0.0028( 0.0021),0.0037( 0.0034),-3.8942(-10.6942),0.06( -0.09),"[26, 0, 3, 2, 2, 32, 36]",Brazilian biggest stocks
PETR4,2026-07-03,69 (65),0.78( 0.01),0.93( 0.02),1.00( 0.90),0.0018( 0.0007),0.0102( 0.0062),-3.4300( -5.4300),0.47(  0.46),"[35, 32, 0, 2, 1, 31, 0]",All Stocks
PETR4,2026-07-03,69 (65),0.78( 0.01),0.93( 0.02),1.00( 0.90),0.0018( 0.0007),0.0102( 0.0062),-3.4300( -5.4300),0.47(  0.46),"[35, 32, 0, 2, 1, 31, 0]",Stocks to buy
PETR4,2026-07-03,69 (65),0.78( 0.01),0.93( 0.02),1.00( 0.90),0.0018( 0.0007),0.0102( 0.0062),-3.4300( -5.4300),0.47(  0.46),"[35, 32, 0, 2, 1, 31, 0]",Brazilian biggest stocks
PM,2026-07-02,80 (64),0.35( 0.22),0.52(-0.42),1.00( 0.04),0.0068( 0.0012),0.0001(-0.0061),6.9485(  3.3485),0.81(  0.39),"[17, 16, 5, 31, 4, 10, 17]",All Stocks
PM,2026-07-02,80 (64),0.35( 0.22),0.52(-0.42),1.00( 0.04),0.0068( 0.0012),0.0001(-0.0061),6.9485(  3.3485),0.81(  0.39),"[17, 16, 5, 31, 4, 10, 17]",Stocks to buy
PM,2026-07-02,80 (64),0.35( 0.22),0.52(-0.42),1.00( 0.04),0.0068( 0.0012),0.0001(-0.0061),6.9485(  3.3485),0.81(  0.39),"[17, 16, 5, 31, 4, 10, 17]",STRONG BUY
PM,2026-07-02,80 (64),0.35( 0.22),0.52(-0.42),1.00( 0.04),0.0068( 0.0012),0.0001(-0.0061),6.9485(  3.3485),0.81(  0.39),"[17, 16, 5, 31, 4, 10, 17]",American stocks
PRIO3,2026-07-03,14 (50),-0.38(-0.48),0.95( 0.85),1.00( 0.90),-0.0052(-0.0061),-0.0155(-0.0293),-4.6441(-10.7441),0.38(  0.00),"[0, 0, 0, 17, 18, 50, 14]",All Stocks
PSSA3,2026-07-03,40 (60),1.00( 0.90),1.00( 0.90),1.00( 0.90),0.0093( 0.0013),0.0075( 0.0022),2.1051( -5.5949),0.47(  0.46),"[0, 0, 0, 22, 18, 60, 0]",All Stocks
PSSA3,2026-07-03,40 (60),1.00( 0.90),1.00( 0.90),1.00( 0.90),0.0093( 0.0013),0.0075( 0.0022),2.1051( -5.5949),0.47(  0.46),"[0, 0, 0, 22, 18, 60, 0]",Consumer Goods
PYPL,2026-07-02,0 (33),-0.48(-1.39),-0.15(-1.08),1.00( 0.00),0.0031(-0.0039),-0.0003(-0.0140),4.5881( -2.9119),0.27( -0.13),"[19, 33, 0, 14, 24, 0, 9]",All Stocks
PYPL,2026-07-02,0 (33),-0.48(-1.39),-0.15(-1.08),1.00( 0.00),0.0031(-0.0039),-0.0003(-0.0140),4.5881( -2.9119),0.27( -0.13),"[19, 33, 0, 14, 24, 0, 9]",Technology
QUAL3,2026-07-03,30 (84),1.00( 0.00),0.94(-0.03),-1.00(-1.10),0.0127( 0.0112),-0.0057(-0.0116),3.9088( -3.1912),0.95( -0.04),"[13, 46, 0, 17, 24, 0, 0]",All Stocks
QUAL3,2026-07-03,30 (84),1.00( 0.00),0.94(-0.03),-1.00(-1.10),0.0127( 0.0112),-0.0057(-0.0116),3.9088( -3.1912),0.95( -0.04),"[13, 46, 0, 17, 24, 0, 0]",Finance
QUAL3,2026-07-03,30 (84),1.00( 0.00),0.94(-0.03),-1.00(-1.10),0.0127( 0.0112),-0.0057(-0.0116),3.9088( -3.1912),0.95( -0.04),"[13, 46, 0, 17, 24, 0, 0]",Brazilian Finance
QUAL3,2026-07-03,30 (84),1.00( 0.00),0.94(-0.03),-1.00(-1.10),0.0127( 0.0112),-0.0057(-0.0116),3.9088( -3.1912),0.95( -0.04),"[13, 46, 0, 17, 24, 0, 0]",Health
QUAL3,2026-07-03,30 (84),1.00( 0.00),0.94(-0.03),-1.00(-1.10),0.0127( 0.0112),-0.0057(-0.0116),3.9088( -3.1912),0.95( -0.04),"[13, 46, 0, 17, 24, 0, 0]",Consumer Goods
RADL3,2026-07-03,68 (69),-0.09(-0.19),1.00( 0.90),1.00( 0.90),0.0036(-0.0057),0.0104( 0.0035),2.3287(  0.9287),0.44(  0.39),"[0, 0, 0, 32, 11, 27, 31]",All Stocks
RADL3,2026-07-03,68 (69),-0.09(-0.19),1.00( 0.90),1.00( 0.90),0.0036(-0.0057),0.0104( 0.0035),2.3287(  0.9287),0.44(  0.39),"[0, 0, 0, 32, 11, 27, 31]",Health
RAIL3,2026-07-03,60 (33),-0.09(-0.19),-1.00(-1.10),-1.00(-1.10),-0.0002(-0.0035),0.0048( 0.0031),4.3234( -1.5766),0.43(  0.05),"[0, 0, 0, 25, 33, 15, 27]",All Stocks
RAIL3,2026-07-03,60 (33),-0.09(-0.19),-1.00(-1.10),-1.00(-1.10),-0.0002(-0.0035),0.0048( 0.0031),4.3234( -1.5766),0.43(  0.05),"[0, 0, 0, 25, 33, 15, 27]",Stocks to buy
RAIL3,2026-07-03,60 (33),-0.09(-0.19),-1.00(-1.10),-1.00(-1.10),-0.0002(-0.0035),0.0048( 0.0031),4.3234( -1.5766),0.43(  0.05),"[0, 0, 0, 25, 33, 15, 27]",Consumer Goods
SANB1,2026-07-03,18 (66),-0.26(-0.36),-1.00(-1.10),1.00( 0.90),0.0057( 0.0050),0.0002(-0.0063),-0.3442( -4.4442),0.41( -0.01),"[0, 0, 0, 18, 8, 35, 40]",All Stocks
SANB1,2026-07-03,18 (66),-0.26(-0.36),-1.00(-1.10),1.00( 0.90),0.0057( 0.0050),0.0002(-0.0063),-0.3442( -4.4442),0.41( -0.01),"[0, 0, 0, 18, 8, 35, 40]",Finance
SANB1,2026-07-03,18 (66),-0.26(-0.36),-1.00(-1.10),1.00( 0.90),0.0057( 0.0050),0.0002(-0.0063),-0.3442( -4.4442),0.41( -0.01),"[0, 0, 0, 18, 8, 35, 40]",Brazilian Finance
SANB3,2026-07-03,12 (38),-0.16(-0.96),0.80(-0.20),1.00( 0.00),0.0004(-0.0067),-0.0020(-0.0038),-0.5010( -5.4010),0.14(  0.06),"[18, 0, 0, 21, 25, 24, 12]",All Stocks
SANB3,2026-07-03,12 (38),-0.16(-0.96),0.80(-0.20),1.00( 0.00),0.0004(-0.0067),-0.0020(-0.0038),-0.5010( -5.4010),0.14(  0.06),"[18, 0, 0, 21, 25, 24, 12]",Finance
SANB3,2026-07-03,12 (38),-0.16(-0.96),0.80(-0.20),1.00( 0.00),0.0004(-0.0067),-0.0020(-0.0038),-0.5010( -5.4010),0.14(  0.06),"[18, 0, 0, 21, 25, 24, 12]",Brazilian Finance
SANB4,2026-07-03,15 (68),0.45(-0.06),-1.00(-1.10),1.00( 0.90),0.0034(-0.0036),0.0037(-0.0010),-1.2991( -5.7991),0.15(  0.11),"[17, 0, 0, 23, 29, 15, 15]",All Stocks
SANB4,2026-07-03,15 (68),0.45(-0.06),-1.00(-1.10),1.00( 0.90),0.0034(-0.0036),0.0037(-0.0010),-1.2991( -5.7991),0.15(  0.11),"[17, 0, 0, 23, 29, 15, 15]",Finance
SANB4,2026-07-03,15 (68),0.45(-0.06),-1.00(-1.10),1.00( 0.90),0.0034(-0.0036),0.0037(-0.0010),-1.2991( -5.7991),0.15(  0.11),"[17, 0, 0, 23, 29, 15, 15]",Brazilian Finance
SAP,2026-07-02,11 (41),0.67(-0.28),1.00(-0.00),1.00( 0.90),0.0095(-0.0011),0.0559( 0.0197),1.4792( -4.9208),0.49( -0.06),"[17, 0, 0, 41, 11, 30, 0]",All Stocks
SAP,2026-07-02,11 (41),0.67(-0.28),1.00(-0.00),1.00( 0.90),0.0095(-0.0011),0.0559( 0.0197),1.4792( -4.9208),0.49( -0.06),"[17, 0, 0, 41, 11, 30, 0]",Technology
SAPR1,2026-07-03,0 (82),-1.00(-1.10),-1.00(-1.10),-1.00(-1.10),0.0080(-0.0125),0.0032(-0.0050),-0.3198( -1.7198),0.02( -0.89),"[0, 2, 2, 13, 30, 1, 52]",All Stocks
SAPR3,2026-07-03,46 (77),-1.00(-1.10),-0.99(-1.09),-1.00(-1.95),0.0017( 0.0002),0.0051( 0.0039),-4.9313( -9.6313),0.07( -0.77),"[0, 0, 0, 24, 22, 13, 41]",All Stocks
SAPR4,2026-07-03,74 (80),0.53( 0.18),-0.98(-1.08),1.00( 0.90),0.0005( 0.0004),0.0092( 0.0012),-1.4307( -9.2307),0.42(  0.41),"[22, 0, 0, 21, 31, 26, 0]",All Stocks
SBUX,2026-07-02,30 (49),0.29(-0.11),0.92( 0.01),-1.00(-1.17),0.0032( 0.0008),0.0056( 0.0006),5.3518( -1.9482),0.45( -0.00),"[12, 9, 49, 10, 11, 1, 9]",All Stocks
SBUX,2026-07-02,30 (49),0.29(-0.11),0.92( 0.01),-1.00(-1.17),0.0032( 0.0008),0.0056( 0.0006),5.3518( -1.9482),0.45( -0.00),"[12, 9, 49, 10, 11, 1, 9]",Consumer Goods
SIMH3,2026-07-03,43 (67),0.19(-0.00),1.00( 0.90),-1.00(-1.10),0.0014(-0.0007),0.0061( 0.0030),6.5633(  3.7633),0.40( -0.00),"[0, 0, 0, 32, 34, 9, 25]",All Stocks
SO,2026-07-02,76 (39),-0.32(-0.58),0.54(-0.03),1.00( 0.01),0.0078( 0.0030),0.0100( 0.0052),7.3084(  0.6084),0.39(  0.02),"[1, 23, 1, 13, 12, 39, 11]",All Stocks
SO,2026-07-02,76 (39),-0.32(-0.58),0.54(-0.03),1.00( 0.01),0.0078( 0.0030),0.0100( 0.0052),7.3084(  0.6084),0.39(  0.02),"[1, 23, 1, 13, 12, 39, 11]",Stocks to buy
SO,2026-07-02,76 (39),-0.32(-0.58),0.54(-0.03),1.00( 0.01),0.0078( 0.0030),0.0100( 0.0052),7.3084(  0.6084),0.39(  0.02),"[1, 23, 1, 13, 12, 39, 11]",STRONG BUY
SO,2026-07-02,76 (39),-0.32(-0.58),0.54(-0.03),1.00( 0.01),0.0078( 0.0030),0.0100( 0.0052),7.3084(  0.6084),0.39(  0.02),"[1, 23, 1, 13, 12, 39, 11]",American stocks
SO,2026-07-02,76 (39),-0.32(-0.58),0.54(-0.03),1.00( 0.01),0.0078( 0.0030),0.0100( 0.0052),7.3084(  0.6084),0.39(  0.02),"[1, 23, 1, 13, 12, 39, 11]",Energy
TAEE1,2026-07-03,99 (30),1.00( 0.01),1.00( 0.00),1.00( 0.90),0.0059( 0.0032),0.0096( 0.0079),2.8073( -0.2927),0.55(  0.41),"[16, 8, 0, 23, 23, 1, 30]",All Stocks
TAEE1,2026-07-03,99 (30),1.00( 0.01),1.00( 0.00),1.00( 0.90),0.0059( 0.0032),0.0096( 0.0079),2.8073( -0.2927),0.55(  0.41),"[16, 8, 0, 23, 23, 1, 30]",Stocks to buy
TAEE1,2026-07-03,99 (30),1.00( 0.01),1.00( 0.00),1.00( 0.90),0.0059( 0.0032),0.0096( 0.0079),2.8073( -0.2927),0.55(  0.41),"[16, 8, 0, 23, 23, 1, 30]",STRONG BUY
TAEE1,2026-07-03,99 (30),1.00( 0.01),1.00( 0.00),1.00( 0.90),0.0059( 0.0032),0.0096( 0.0079),2.8073( -0.2927),0.55(  0.41),"[16, 8, 0, 23, 23, 1, 30]",Energy
TAEE1,2026-07-03,99 (30),1.00( 0.01),1.00( 0.00),1.00( 0.90),0.0059( 0.0032),0.0096( 0.0079),2.8073( -0.2927),0.55(  0.41),"[16, 8, 0, 23, 23, 1, 30]",Brazilian Energy
TAEE3,2026-07-03,86 (87),0.39( 0.29),0.81( 0.71),1.00( 0.90),0.0001( 0.0000),0.0000(-0.0001),-0.6948( -2.6948),0.23(  0.20),"[8, 33, 6, 9, 8, 6, 30]",All Stocks
TAEE3,2026-07-03,86 (87),0.39( 0.29),0.81( 0.71),1.00( 0.90),0.0001( 0.0000),0.0000(-0.0001),-0.6948( -2.6948),0.23(  0.20),"[8, 33, 6, 9, 8, 6, 30]",Energy
TAEE3,2026-07-03,86 (87),0.39( 0.29),0.81( 0.71),1.00( 0.90),0.0001( 0.0000),0.0000(-0.0001),-0.6948( -2.6948),0.23(  0.20),"[8, 33, 6, 9, 8, 6, 30]",Brazilian Energy
TAEE4,2026-07-03,71 (51),-0.20(-0.32),-0.76(-0.86),-1.00(-1.10),0.0027( 0.0014),0.0076( 0.0068),-0.0382( -1.1382),0.33(  0.31),"[22, 2, 2, 26, 26, 2, 20]",All Stocks
TAEE4,2026-07-03,71 (51),-0.20(-0.32),-0.76(-0.86),-1.00(-1.10),0.0027( 0.0014),0.0076( 0.0068),-0.0382( -1.1382),0.33(  0.31),"[22, 2, 2, 26, 26, 2, 20]",Stocks to buy
TAEE4,2026-07-03,71 (51),-0.20(-0.32),-0.76(-0.86),-1.00(-1.10),0.0027( 0.0014),0.0076( 0.0068),-0.0382( -1.1382),0.33(  0.31),"[22, 2, 2, 26, 26, 2, 20]",STRONG BUY
TAEE4,2026-07-03,71 (51),-0.20(-0.32),-0.76(-0.86),-1.00(-1.10),0.0027( 0.0014),0.0076( 0.0068),-0.0382( -1.1382),0.33(  0.31),"[22, 2, 2, 26, 26, 2, 20]",Energy
TAEE4,2026-07-03,71 (51),-0.20(-0.32),-0.76(-0.86),-1.00(-1.10),0.0027( 0.0014),0.0076( 0.0068),-0.0382( -1.1382),0.33(  0.31),"[22, 2, 2, 26, 26, 2, 20]",Brazilian Energy
TASA3,2026-07-03,53 (53),0.25( 0.03),1.00(-0.00),1.00( 0.90),0.0057(-0.0013),0.0041(-0.0190),-2.9104( -9.9104),0.63( -0.31),"[53, 0, 0, 0, 47, 0, 0]",All Stocks
TASA3,2026-07-03,53 (53),0.25( 0.03),1.00(-0.00),1.00( 0.90),0.0057(-0.0013),0.0041(-0.0190),-2.9104( -9.9104),0.63( -0.31),"[53, 0, 0, 0, 47, 0, 0]",Stocks to buy
TASA4,2026-07-03,14 (31),0.34(-0.00),1.00( 0.90),1.00( 0.90),0.0085( 0.0036),0.0237(-0.0119),-1.4545( -8.0545),0.37( -0.06),"[27, 0, 0, 14, 23, 19, 16]",All Stocks
TSLA,2026-07-02,18 (80),0.91( 0.07),1.00( 0.90),1.00( 0.90),-0.0056(-0.0091),0.0109(-0.0021),-1.5722( -9.3722),0.32( -0.26),"[18, 0, 0, 69, 7, 3, 3]",All Stocks
UBER,2026-07-02,30 (32),-0.82(-0.92),0.56(-0.38),-0.99(-1.97),0.0125( 0.0003),-0.0019(-0.0067),5.1108( -1.1892),0.77( -0.17),"[0, 14, 24, 30, 18, 15, 0]",All Stocks
UBER,2026-07-02,30 (32),-0.82(-0.92),0.56(-0.38),-0.99(-1.97),0.0125( 0.0003),-0.0019(-0.0067),5.1108( -1.1892),0.77( -0.17),"[0, 14, 24, 30, 18, 15, 0]",Consumer Goods
UBR,2026-07-02,79 (51),-0.29(-0.39),-0.92(-1.05),-1.00(-1.58),0.0045( 0.0018),-0.0096(-0.0248),4.8289(  3.1289),0.33(  0.32),"[1, 5, 14, 51, 2, 28, 0]",All Stocks
UBR,2026-07-02,79 (51),-0.29(-0.39),-0.92(-1.05),-1.00(-1.58),0.0045( 0.0018),-0.0096(-0.0248),4.8289(  3.1289),0.33(  0.32),"[1, 5, 14, 51, 2, 28, 0]",Stocks to buy
UBR,2026-07-02,79 (51),-0.29(-0.39),-0.92(-1.05),-1.00(-1.58),0.0045( 0.0018),-0.0096(-0.0248),4.8289(  3.1289),0.33(  0.32),"[1, 5, 14, 51, 2, 28, 0]",STRONG BUY
UBR,2026-07-02,79 (51),-0.29(-0.39),-0.92(-1.05),-1.00(-1.58),0.0045( 0.0018),-0.0096(-0.0248),4.8289(  3.1289),0.33(  0.32),"[1, 5, 14, 51, 2, 28, 0]",Indexes
UBR,2026-07-02,79 (51),-0.29(-0.39),-0.92(-1.05),-1.00(-1.58),0.0045( 0.0018),-0.0096(-0.0248),4.8289(  3.1289),0.33(  0.32),"[1, 5, 14, 51, 2, 28, 0]",Brazilian Indexes
UDN,2026-07-02,10 (55),-1.00(-1.23),-0.87(-0.97),1.00( 0.00),-0.0015(-0.0020),-0.0017(-0.0034),-3.8839(-10.1839),0.01( -0.96),"[55, 0, 10, 19, 0, 0, 16]",All Stocks
UDN,2026-07-02,10 (55),-1.00(-1.23),-0.87(-0.97),1.00( 0.00),-0.0015(-0.0020),-0.0017(-0.0034),-3.8839(-10.1839),0.01( -0.96),"[55, 0, 10, 19, 0, 0, 16]",Indexes
UNH,2026-07-02,48 (47),0.30(-0.14),0.47(-0.25),1.00( 0.00),0.0020( 0.0016),0.0040(-0.0045),7.3692(  2.4692),0.47(  0.46),"[3, 47, 10, 0, 1, 38, 0]",All Stocks
UNH,2026-07-02,48 (47),0.30(-0.14),0.47(-0.25),1.00( 0.00),0.0020( 0.0016),0.0040(-0.0045),7.3692(  2.4692),0.47(  0.46),"[3, 47, 10, 0, 1, 38, 0]",Stocks to buy
UNH,2026-07-02,48 (47),0.30(-0.14),0.47(-0.25),1.00( 0.00),0.0020( 0.0016),0.0040(-0.0045),7.3692(  2.4692),0.47(  0.46),"[3, 47, 10, 0, 1, 38, 0]",American stocks
UNH,2026-07-02,48 (47),0.30(-0.14),0.47(-0.25),1.00( 0.00),0.0020( 0.0016),0.0040(-0.0045),7.3692(  2.4692),0.47(  0.46),"[3, 47, 10, 0, 1, 38, 0]",Health
UNIP3,2026-07-03,47 (70),0.76( 0.01),0.91( 0.01),0.45( 0.02),0.0045(-0.0026),0.0136( 0.0114),-2.1348( -7.6348),0.07( -0.37),"[13, 2, 23, 26, 8, 3, 24]",All Stocks
UNIP5,2026-07-02,65 (30),0.08(-0.06),0.98( 0.00),1.00( 0.02),0.0085( 0.0035),0.0415( 0.0043),-2.1397( -6.9397),0.22(  0.12),"[9, 13, 7, 18, 20, 25, 8]",All Stocks
UNIP5,2026-07-02,65 (30),0.08(-0.06),0.98( 0.00),1.00( 0.02),0.0085( 0.0035),0.0415( 0.0043),-2.1397( -6.9397),0.22(  0.12),"[9, 13, 7, 18, 20, 25, 8]",Stocks to buy
UNIP6,2026-07-03,15 (73),0.36( 0.05),0.97( 0.87),1.00( 0.90),0.0030(-0.0035),-0.0166(-0.0326),0.3734( -2.0266),0.08( -0.87),"[15, 0, 0, 48, 1, 9, 27]",All Stocks
USIM3,2026-07-03,65 (68),0.54( 0.14),-0.75(-0.89),1.00( 0.08),0.0146( 0.0140),-0.0034(-0.0035),-4.7285( -6.8285),0.02( -0.10),"[29, 3, 28, 8, 4, 2, 27]",All Stocks
USIM5,2026-07-03,8 (60),0.07(-0.06),-0.67(-1.44),0.63(-0.09),0.0053( 0.0004),-0.0207(-0.0240),-8.1804(-10.2804),0.00( -0.02),"[25, 25, 13, 8, 25, 2, 2]",All Stocks
UUP,2026-07-02,100 (45),0.99( 0.23),0.99( 0.89),1.00( 0.01),0.0009( 0.0006),0.0031( 0.0030),4.2583(  2.4583),0.96(  0.87),"[42, 4, 45, 3, 0, 3, 4]",All Stocks
